gsc_reason,old_url,host,current_http_status,current_indexability,current_canonical,classification,action,target_url,reason,future_content_candidate
Gefunden – zurzeit nicht indexiert,https://ouch.tcm.ch/insights/titel-den-jeder-tragen-darf/,ouch.tcm.ch,200,indexierbar bzw. extern,,E,keine Aktion,,"OUCH. ist eine eigene Publikation auf einer Subdomain; Google-Discovery/Quality-Wait, kein technischer Defekt",nein
Gefunden – zurzeit nicht indexiert,https://ouch.tcm.ch/insights/tuina-massage/,ouch.tcm.ch,200,indexierbar bzw. extern,,E,keine Aktion,,"OUCH. ist eine eigene Publikation auf einer Subdomain; Google-Discovery/Quality-Wait, kein technischer Defekt",nein
Gefunden – zurzeit nicht indexiert,https://ouch.tcm.ch/insights/was-die-krankenkasse-denkt/,ouch.tcm.ch,200,indexierbar bzw. extern,,E,keine Aktion,,"OUCH. ist eine eigene Publikation auf einer Subdomain; Google-Discovery/Quality-Wait, kein technischer Defekt",nein
Gefunden – zurzeit nicht indexiert,https://ouch.tcm.ch/insights/was-kostet-tcm/,ouch.tcm.ch,200,indexierbar bzw. extern,,E,keine Aktion,,"OUCH. ist eine eigene Publikation auf einer Subdomain; Google-Discovery/Quality-Wait, kein technischer Defekt",nein
Gefunden – zurzeit nicht indexiert,https://ouch.tcm.ch/insights/wetter-im-knie/,ouch.tcm.ch,200,indexierbar bzw. extern,,E,keine Aktion,,"OUCH. ist eine eigene Publikation auf einer Subdomain; Google-Discovery/Quality-Wait, kein technischer Defekt",nein
Gefunden – zurzeit nicht indexiert,https://ouch.tcm.ch/insights/zungendiagnose-selbstversuch/,ouch.tcm.ch,200,indexierbar bzw. extern,,E,keine Aktion,,"OUCH. ist eine eigene Publikation auf einer Subdomain; Google-Discovery/Quality-Wait, kein technischer Defekt",nein
Gefunden – zurzeit nicht indexiert,https://tcm.ch/beschwerden/achillessehnenentzuendung/,tcm.ch,410,nicht indexierbar (410),,B,"410 beibehalten, aus Sitemap entfernen",,stand faelschlich in der Sitemap und lieferte 410 — der eine echte Bug dieses Audits,ja
Gefunden – zurzeit nicht indexiert,https://tcm.ch/beschwerden/kalkschulter/,tcm.ch,410,nicht indexierbar (410),,B,"410 beibehalten, aus Sitemap entfernen",,stand faelschlich in der Sitemap und lieferte 410 — der eine echte Bug dieses Audits,ja
Gefunden – zurzeit nicht indexiert,https://tcm.ch/haut/couperose/,tcm.ch,200,indexierbar bzw. extern,,E,keine Aktion,,laut Live-Pruefung inzwischen indexiert; Export-Stand veraltet,nein
Gefunden – zurzeit nicht indexiert,https://tcm.ch/haut/pigmentflecken/,tcm.ch,200,indexierbar bzw. extern,,E,keine Aktion,,laut Live-Pruefung inzwischen indexiert; Export-Stand veraltet,nein
Nicht gefunden (404),http://www.tcm.ch/SMS/online.html,www.tcm.ch,404/410,indexierbar bzw. extern,,E,keine Aktion,,"Infrastruktur-/Legacy-Muell, keine Seite",nein
Nicht gefunden (404),https://tcm.ch/38Cbzum,tcm.ch,404/410,indexierbar bzw. extern,,E,keine Aktion,,"Infrastruktur-/Legacy-Muell, keine Seite",nein
Nicht gefunden (404),https://tcm.ch/3c4M2Gc,tcm.ch,404/410,indexierbar bzw. extern,,E,keine Aktion,,"Infrastruktur-/Legacy-Muell, keine Seite",nein
Nicht gefunden (404),https://tcm.ch/api/anfrage,tcm.ch,404/410,indexierbar bzw. extern,,E,keine Aktion,,"Infrastruktur-/Legacy-Muell, keine Seite",nein
Nicht gefunden (404),https://tcm.ch/beschwerden/anpassungsstoerungen,tcm.ch,404/410,entfernt,,D,404 beibehalten,,"Beschwerdebild aus der Vor-Migrations-Site; kein exakter Nachfolger, bewusst nicht wiederbelebt",ja
Nicht gefunden (404),https://tcm.ch/beschwerden/asthma,tcm.ch,404/410,entfernt,,D,404 beibehalten,,"Beschwerdebild aus der Vor-Migrations-Site; kein exakter Nachfolger, bewusst nicht wiederbelebt",ja
Nicht gefunden (404),https://tcm.ch/beschwerden/atemnot,tcm.ch,404/410,entfernt,,D,404 beibehalten,,"Beschwerdebild aus der Vor-Migrations-Site; kein exakter Nachfolger, bewusst nicht wiederbelebt",ja
Nicht gefunden (404),https://tcm.ch/beschwerden/blaehbauch,tcm.ch,404/410,entfernt,,D,404 beibehalten,,"Beschwerdebild aus der Vor-Migrations-Site; kein exakter Nachfolger, bewusst nicht wiederbelebt",ja
Nicht gefunden (404),https://tcm.ch/beschwerden/bulimie,tcm.ch,404/410,entfernt,,D,404 beibehalten,,"Beschwerdebild aus der Vor-Migrations-Site; kein exakter Nachfolger, bewusst nicht wiederbelebt",ja
Nicht gefunden (404),https://tcm.ch/beschwerden/chronische-entzuendungen,tcm.ch,404/410,entfernt,,D,404 beibehalten,,"Beschwerdebild aus der Vor-Migrations-Site; kein exakter Nachfolger, bewusst nicht wiederbelebt",ja
Nicht gefunden (404),https://tcm.ch/beschwerden/diabetes,tcm.ch,404/410,entfernt,,D,404 beibehalten,,"Beschwerdebild aus der Vor-Migrations-Site; kein exakter Nachfolger, bewusst nicht wiederbelebt",ja
Nicht gefunden (404),https://tcm.ch/beschwerden/endometriose,tcm.ch,404/410,entfernt,,D,404 beibehalten,,"Beschwerdebild aus der Vor-Migrations-Site; kein exakter Nachfolger, bewusst nicht wiederbelebt",ja
Nicht gefunden (404),https://tcm.ch/beschwerden/energiemangel-fatigue,tcm.ch,404/410,entfernt,,D,404 beibehalten,,"Beschwerdebild aus der Vor-Migrations-Site; kein exakter Nachfolger, bewusst nicht wiederbelebt",ja
Nicht gefunden (404),https://tcm.ch/beschwerden/epstein-barr-virus,tcm.ch,404/410,entfernt,,D,404 beibehalten,,"Beschwerdebild aus der Vor-Migrations-Site; kein exakter Nachfolger, bewusst nicht wiederbelebt",ja
Nicht gefunden (404),https://tcm.ch/beschwerden/essstoerungen,tcm.ch,404/410,entfernt,,D,404 beibehalten,,"Beschwerdebild aus der Vor-Migrations-Site; kein exakter Nachfolger, bewusst nicht wiederbelebt",ja
Nicht gefunden (404),https://tcm.ch/beschwerden/fersensporn,tcm.ch,404/410,entfernt,,D,404 beibehalten,,"Beschwerdebild aus der Vor-Migrations-Site; kein exakter Nachfolger, bewusst nicht wiederbelebt",ja
Nicht gefunden (404),https://tcm.ch/beschwerden/geschmacks-geruchsstoerungen,tcm.ch,404/410,entfernt,,D,404 beibehalten,,"Beschwerdebild aus der Vor-Migrations-Site; kein exakter Nachfolger, bewusst nicht wiederbelebt",ja
Nicht gefunden (404),https://tcm.ch/beschwerden/gruener-star,tcm.ch,404/410,entfernt,,D,404 beibehalten,,"Beschwerdebild aus der Vor-Migrations-Site; kein exakter Nachfolger, bewusst nicht wiederbelebt",ja
Nicht gefunden (404),https://tcm.ch/beschwerden/herzrhythmustoerungen,tcm.ch,404/410,entfernt,,D,404 beibehalten,,"Beschwerdebild aus der Vor-Migrations-Site; kein exakter Nachfolger, bewusst nicht wiederbelebt",ja
Nicht gefunden (404),https://tcm.ch/beschwerden/hitzewallungen,tcm.ch,404/410,entfernt,,D,404 beibehalten,,"Beschwerdebild aus der Vor-Migrations-Site; kein exakter Nachfolger, bewusst nicht wiederbelebt",ja
Nicht gefunden (404),https://tcm.ch/beschwerden/hyperhidrose,tcm.ch,404/410,entfernt,,D,404 beibehalten,,"Beschwerdebild aus der Vor-Migrations-Site; kein exakter Nachfolger, bewusst nicht wiederbelebt",ja
Nicht gefunden (404),https://tcm.ch/beschwerden/kinderwunsch/rorschach,tcm.ch,404/410,entfernt,,C,410/404 beibehalten,,"Stadt-/Doorway-Kombination, bewusst entfernt",nein
Nicht gefunden (404),https://tcm.ch/beschwerden/krampfadern,tcm.ch,404/410,entfernt,,D,404 beibehalten,,"Beschwerdebild aus der Vor-Migrations-Site; kein exakter Nachfolger, bewusst nicht wiederbelebt",ja
Nicht gefunden (404),https://tcm.ch/beschwerden/muskeldystrophien,tcm.ch,404/410,entfernt,,D,404 beibehalten,,"Beschwerdebild aus der Vor-Migrations-Site; kein exakter Nachfolger, bewusst nicht wiederbelebt",ja
Nicht gefunden (404),https://tcm.ch/beschwerden/nackenschmerzen/basel,tcm.ch,404/410,entfernt,,C,410/404 beibehalten,,"Stadt-/Doorway-Kombination, bewusst entfernt",nein
Nicht gefunden (404),https://tcm.ch/beschwerden/naechtliches-schwitzen,tcm.ch,404/410,entfernt,,D,404 beibehalten,,"Beschwerdebild aus der Vor-Migrations-Site; kein exakter Nachfolger, bewusst nicht wiederbelebt",ja
Nicht gefunden (404),https://tcm.ch/beschwerden/narben-keloid,tcm.ch,404/410,entfernt,,D,404 beibehalten,,"Beschwerdebild aus der Vor-Migrations-Site; kein exakter Nachfolger, bewusst nicht wiederbelebt",ja
Nicht gefunden (404),https://tcm.ch/beschwerden/nervenschmerzen,tcm.ch,404/410,entfernt,,D,404 beibehalten,,"Beschwerdebild aus der Vor-Migrations-Site; kein exakter Nachfolger, bewusst nicht wiederbelebt",ja
Nicht gefunden (404),https://tcm.ch/beschwerden/pcos,tcm.ch,404/410,entfernt,,D,404 beibehalten,,"Beschwerdebild aus der Vor-Migrations-Site; kein exakter Nachfolger, bewusst nicht wiederbelebt",ja
Nicht gefunden (404),https://tcm.ch/beschwerden/polytrauma,tcm.ch,404/410,entfernt,,D,404 beibehalten,,"Beschwerdebild aus der Vor-Migrations-Site; kein exakter Nachfolger, bewusst nicht wiederbelebt",ja
Nicht gefunden (404),https://tcm.ch/beschwerden/sarkoidose,tcm.ch,404/410,entfernt,,D,404 beibehalten,,"Beschwerdebild aus der Vor-Migrations-Site; kein exakter Nachfolger, bewusst nicht wiederbelebt",ja
Nicht gefunden (404),https://tcm.ch/beschwerden/schmerzmanagement,tcm.ch,404/410,entfernt,,D,404 beibehalten,,"Beschwerdebild aus der Vor-Migrations-Site; kein exakter Nachfolger, bewusst nicht wiederbelebt",ja
Nicht gefunden (404),https://tcm.ch/beschwerden/spinaliom,tcm.ch,404/410,entfernt,,D,404 beibehalten,,"Beschwerdebild aus der Vor-Migrations-Site; kein exakter Nachfolger, bewusst nicht wiederbelebt",ja
Nicht gefunden (404),https://tcm.ch/beschwerden/sprunggelenkschmerzen,tcm.ch,404/410,entfernt,,D,404 beibehalten,,"Beschwerdebild aus der Vor-Migrations-Site; kein exakter Nachfolger, bewusst nicht wiederbelebt",ja
Nicht gefunden (404),https://tcm.ch/beschwerden/stress-burnout/zuerich-city,tcm.ch,404/410,entfernt,,C,410/404 beibehalten,,"Stadt-/Doorway-Kombination, bewusst entfernt",nein
Nicht gefunden (404),https://tcm.ch/beschwerden/syringomyelie,tcm.ch,404/410,entfernt,,D,404 beibehalten,,"Beschwerdebild aus der Vor-Migrations-Site; kein exakter Nachfolger, bewusst nicht wiederbelebt",ja
Nicht gefunden (404),https://tcm.ch/beschwerden/verdauungsprobleme/frauenfeld,tcm.ch,404/410,entfernt,,C,410/404 beibehalten,,"Stadt-/Doorway-Kombination, bewusst entfernt",nein
Nicht gefunden (404),https://tcm.ch/beschwerden/verdauungsprobleme/kreuzlingen,tcm.ch,404/410,entfernt,,C,410/404 beibehalten,,"Stadt-/Doorway-Kombination, bewusst entfernt",nein
Nicht gefunden (404),https://tcm.ch/beschwerden/wadenschmerzen,tcm.ch,404/410,entfernt,,D,404 beibehalten,,"Beschwerdebild aus der Vor-Migrations-Site; kein exakter Nachfolger, bewusst nicht wiederbelebt",ja
Nicht gefunden (404),https://tcm.ch/beschwerden/zystische-fibrose,tcm.ch,404/410,entfernt,,D,404 beibehalten,,"Beschwerdebild aus der Vor-Migrations-Site; kein exakter Nachfolger, bewusst nicht wiederbelebt",ja
Nicht gefunden (404),https://tcm.ch/krankenkassen/css,tcm.ch,404/410,entfernt,,D,404 beibehalten,,kein verifizierter Nachfolger,nein
Nicht gefunden (404),https://tcm.ch/therapien/akupressur/kreuzlingen,tcm.ch,404/410,entfernt,,C,410/404 beibehalten,,"Stadt-/Doorway-Kombination, bewusst entfernt",nein
Nicht gefunden (404),https://tcm.ch/therapien/akupressur/volketswil,tcm.ch,404/410,entfernt,,C,410/404 beibehalten,,"Stadt-/Doorway-Kombination, bewusst entfernt",nein
Nicht gefunden (404),https://tcm.ch/therapien/akupunktur/st-gallen,tcm.ch,404/410,entfernt,,C,410/404 beibehalten,,"Stadt-/Doorway-Kombination, bewusst entfernt",nein
Nicht gefunden (404),https://tcm.ch/therapien/akupunktur/zuerich-city,tcm.ch,404/410,entfernt,,C,410/404 beibehalten,,"Stadt-/Doorway-Kombination, bewusst entfernt",nein
Nicht gefunden (404),https://tcm.ch/therapien/elektroakupunktur/st-gallen,tcm.ch,404/410,entfernt,,C,410/404 beibehalten,,"Stadt-/Doorway-Kombination, bewusst entfernt",nein
Nicht gefunden (404),https://tcm.ch/therapien/physiotherapie/kreuzlingen,tcm.ch,404/410,entfernt,,C,410/404 beibehalten,,"Stadt-/Doorway-Kombination, bewusst entfernt",nein
Nicht gefunden (404),https://tcm.ch/therapien/tuina/basel,tcm.ch,404/410,entfernt,,C,410/404 beibehalten,,"Stadt-/Doorway-Kombination, bewusst entfernt",nein
Nicht gefunden (404),https://tcm.ch/wissen/akupunktur-angst-panik-st-gallen,tcm.ch,404/410,entfernt,,D,404 beibehalten,,altes Wissen-Doorway ohne inhaltlich gleichwertigen Nachfolger,nein
Nicht gefunden (404),https://tcm.ch/wissen/akupunktur-schwangerschaft-st-gallen,tcm.ch,404/410,entfernt,,D,404 beibehalten,,altes Wissen-Doorway ohne inhaltlich gleichwertigen Nachfolger,nein
Nicht gefunden (404),https://tcm.ch/wissen/akupunktur-zuerich-erfahrungen-ablauf,tcm.ch,404/410,entfernt,,D,404 beibehalten,,altes Wissen-Doorway ohne inhaltlich gleichwertigen Nachfolger,nein
Nicht gefunden (404),https://tcm.ch/wissen/akupunktur-zuerich-kosten-krankenkasse,tcm.ch,404/410,entfernt,,D,404 beibehalten,,altes Wissen-Doorway ohne inhaltlich gleichwertigen Nachfolger,nein
Nicht gefunden (404),https://www.tcm.ch/Dhyana/Datenschutzerklaerung.pdf,www.tcm.ch,404/410,indexierbar bzw. extern,,E,keine Aktion,,"Infrastruktur-/Legacy-Muell, keine Seite",nein
Seite mit Weiterleitung,http://tcm.ch/,tcm.ch,301/308,bewusst nicht indexierbar,,A,keine Aktion,,"Slash-/Host-Normalisierung, erwartetes Verhalten; live verifiziert: 428/428 Nicht-Slash-Routen leiten in einem Hop weiter",nein
Seite mit Weiterleitung,http://www.tcm.ch/,www.tcm.ch,301/308,bewusst nicht indexierbar,,A,keine Aktion,,"Slash-/Host-Normalisierung, erwartetes Verhalten; live verifiziert: 428/428 Nicht-Slash-Routen leiten in einem Hop weiter",nein
Seite mit Weiterleitung,https://tcm.ch/agb,tcm.ch,301/308,bewusst nicht indexierbar,,A,keine Aktion,,"Slash-/Host-Normalisierung, erwartetes Verhalten; live verifiziert: 428/428 Nicht-Slash-Routen leiten in einem Hop weiter",nein
Seite mit Weiterleitung,https://tcm.ch/akupunktur-tcm-winterthur/,tcm.ch,301/308,bewusst nicht indexierbar,,A,keine Aktion,,"Slash-/Host-Normalisierung, erwartetes Verhalten; live verifiziert: 428/428 Nicht-Slash-Routen leiten in einem Hop weiter",nein
Seite mit Weiterleitung,https://tcm.ch/beschwerden,tcm.ch,301/308,bewusst nicht indexierbar,,A,keine Aktion,,"Slash-/Host-Normalisierung, erwartetes Verhalten; live verifiziert: 428/428 Nicht-Slash-Routen leiten in einem Hop weiter",nein
Seite mit Weiterleitung,https://tcm.ch/beschwerden/burnout,tcm.ch,301/308,bewusst nicht indexierbar,,A,keine Aktion,,"Slash-/Host-Normalisierung, erwartetes Verhalten; live verifiziert: 428/428 Nicht-Slash-Routen leiten in einem Hop weiter",nein
Seite mit Weiterleitung,https://tcm.ch/beschwerden/kinderwunsch,tcm.ch,301/308,bewusst nicht indexierbar,,A,keine Aktion,,"Slash-/Host-Normalisierung, erwartetes Verhalten; live verifiziert: 428/428 Nicht-Slash-Routen leiten in einem Hop weiter",nein
Seite mit Weiterleitung,https://tcm.ch/beschwerden/kopfschmerzen,tcm.ch,301/308,bewusst nicht indexierbar,,A,keine Aktion,,"Slash-/Host-Normalisierung, erwartetes Verhalten; live verifiziert: 428/428 Nicht-Slash-Routen leiten in einem Hop weiter",nein
Seite mit Weiterleitung,https://tcm.ch/beschwerden/migraene,tcm.ch,301/308,bewusst nicht indexierbar,,A,keine Aktion,,"Slash-/Host-Normalisierung, erwartetes Verhalten; live verifiziert: 428/428 Nicht-Slash-Routen leiten in einem Hop weiter",nein
Seite mit Weiterleitung,https://tcm.ch/beschwerden/nackenschmerzen,tcm.ch,301/308,bewusst nicht indexierbar,,A,keine Aktion,,"Slash-/Host-Normalisierung, erwartetes Verhalten; live verifiziert: 428/428 Nicht-Slash-Routen leiten in einem Hop weiter",nein
Seite mit Weiterleitung,https://tcm.ch/beschwerden/rueckenschmerzen,tcm.ch,301/308,bewusst nicht indexierbar,,A,keine Aktion,,"Slash-/Host-Normalisierung, erwartetes Verhalten; live verifiziert: 428/428 Nicht-Slash-Routen leiten in einem Hop weiter",nein
Seite mit Weiterleitung,https://tcm.ch/beschwerden/schlafprobleme,tcm.ch,301/308,bewusst nicht indexierbar,,A,keine Aktion,,"Slash-/Host-Normalisierung, erwartetes Verhalten; live verifiziert: 428/428 Nicht-Slash-Routen leiten in einem Hop weiter",nein
Seite mit Weiterleitung,https://tcm.ch/beschwerden/schwangerschaftsbeschwerden,tcm.ch,301/308,bewusst nicht indexierbar,,A,keine Aktion,,"Slash-/Host-Normalisierung, erwartetes Verhalten; live verifiziert: 428/428 Nicht-Slash-Routen leiten in einem Hop weiter",nein
Seite mit Weiterleitung,https://tcm.ch/beschwerden/stress-burnout,tcm.ch,301/308,bewusst nicht indexierbar,,A,keine Aktion,,"Slash-/Host-Normalisierung, erwartetes Verhalten; live verifiziert: 428/428 Nicht-Slash-Routen leiten in einem Hop weiter",nein
Seite mit Weiterleitung,https://tcm.ch/beschwerden/verdauungsprobleme,tcm.ch,301/308,bewusst nicht indexierbar,,A,keine Aktion,,"Slash-/Host-Normalisierung, erwartetes Verhalten; live verifiziert: 428/428 Nicht-Slash-Routen leiten in einem Hop weiter",nein
Seite mit Weiterleitung,https://tcm.ch/beschwerden/zyklusbeschwerden,tcm.ch,301/308,bewusst nicht indexierbar,,A,keine Aktion,,"Slash-/Host-Normalisierung, erwartetes Verhalten; live verifiziert: 428/428 Nicht-Slash-Routen leiten in einem Hop weiter",nein
Seite mit Weiterleitung,https://tcm.ch/en/conditions/digestive-issues,tcm.ch,301/308,bewusst nicht indexierbar,,A,keine Aktion,,"Slash-/Host-Normalisierung, erwartetes Verhalten; live verifiziert: 428/428 Nicht-Slash-Routen leiten in einem Hop weiter",nein
Seite mit Weiterleitung,https://tcm.ch/en/conditions/fertility-support,tcm.ch,301/308,bewusst nicht indexierbar,,A,keine Aktion,,"Slash-/Host-Normalisierung, erwartetes Verhalten; live verifiziert: 428/428 Nicht-Slash-Routen leiten in einem Hop weiter",nein
Seite mit Weiterleitung,https://tcm.ch/en/conditions/menstrual-issues,tcm.ch,301/308,bewusst nicht indexierbar,,A,keine Aktion,,"Slash-/Host-Normalisierung, erwartetes Verhalten; live verifiziert: 428/428 Nicht-Slash-Routen leiten in einem Hop weiter",nein
Seite mit Weiterleitung,https://tcm.ch/en/conditions/migraine-headaches,tcm.ch,301/308,bewusst nicht indexierbar,,A,keine Aktion,,"Slash-/Host-Normalisierung, erwartetes Verhalten; live verifiziert: 428/428 Nicht-Slash-Routen leiten in einem Hop weiter",nein
Seite mit Weiterleitung,https://tcm.ch/en/conditions/sleep-problems,tcm.ch,301/308,bewusst nicht indexierbar,,A,keine Aktion,,"Slash-/Host-Normalisierung, erwartetes Verhalten; live verifiziert: 428/428 Nicht-Slash-Routen leiten in einem Hop weiter",nein
Seite mit Weiterleitung,https://tcm.ch/en/contact,tcm.ch,301/308,bewusst nicht indexierbar,,A,keine Aktion,,"Slash-/Host-Normalisierung, erwartetes Verhalten; live verifiziert: 428/428 Nicht-Slash-Routen leiten in einem Hop weiter",nein
Seite mit Weiterleitung,https://tcm.ch/en/contact?beschwerde=Fertility Support,tcm.ch,301/308,bewusst nicht indexierbar,,A,keine Aktion,,"Slash-/Host-Normalisierung, erwartetes Verhalten; live verifiziert: 428/428 Nicht-Slash-Routen leiten in einem Hop weiter",nein
Seite mit Weiterleitung,https://tcm.ch/en/contact?beschwerde=Menstrual %26 Cycle Issues,tcm.ch,301/308,bewusst nicht indexierbar,,A,keine Aktion,,"Slash-/Host-Normalisierung, erwartetes Verhalten; live verifiziert: 428/428 Nicht-Slash-Routen leiten in einem Hop weiter",nein
Seite mit Weiterleitung,https://tcm.ch/en/contact?beschwerde=Migraine %26 Headaches,tcm.ch,301/308,bewusst nicht indexierbar,,A,keine Aktion,,"Slash-/Host-Normalisierung, erwartetes Verhalten; live verifiziert: 428/428 Nicht-Slash-Routen leiten in einem Hop weiter",nein
Seite mit Weiterleitung,https://tcm.ch/en/contact?beschwerde=Sleep Problems,tcm.ch,301/308,bewusst nicht indexierbar,,A,keine Aktion,,"Slash-/Host-Normalisierung, erwartetes Verhalten; live verifiziert: 428/428 Nicht-Slash-Routen leiten in einem Hop weiter",nein
Seite mit Weiterleitung,https://tcm.ch/en/contact?beschwerde=Stress %26 Burnout,tcm.ch,301/308,bewusst nicht indexierbar,,A,keine Aktion,,"Slash-/Host-Normalisierung, erwartetes Verhalten; live verifiziert: 428/428 Nicht-Slash-Routen leiten in einem Hop weiter",nein
Seite mit Weiterleitung,https://tcm.ch/en/contact?standort=St. Gallen,tcm.ch,301/308,bewusst nicht indexierbar,,A,keine Aktion,,"Slash-/Host-Normalisierung, erwartetes Verhalten; live verifiziert: 428/428 Nicht-Slash-Routen leiten in einem Hop weiter",nein
Seite mit Weiterleitung,https://tcm.ch/en/contact?standort=Winterthur Marktgasse,tcm.ch,301/308,bewusst nicht indexierbar,,A,keine Aktion,,"Slash-/Host-Normalisierung, erwartetes Verhalten; live verifiziert: 428/428 Nicht-Slash-Routen leiten in einem Hop weiter",nein
Seite mit Weiterleitung,https://tcm.ch/en/health-insurance-acupuncture,tcm.ch,301/308,bewusst nicht indexierbar,,A,keine Aktion,,"Slash-/Host-Normalisierung, erwartetes Verhalten; live verifiziert: 428/428 Nicht-Slash-Routen leiten in einem Hop weiter",nein
Seite mit Weiterleitung,https://tcm.ch/en/knowledge/english-speaking-acupuncturist-switzerland,tcm.ch,301/308,bewusst nicht indexierbar,,A,keine Aktion,,"Slash-/Host-Normalisierung, erwartetes Verhalten; live verifiziert: 428/428 Nicht-Slash-Routen leiten in einem Hop weiter",nein
Seite mit Weiterleitung,https://tcm.ch/en/knowledge/how-much-does-acupuncture-cost-in-switzerland,tcm.ch,301/308,bewusst nicht indexierbar,,A,keine Aktion,,"Slash-/Host-Normalisierung, erwartetes Verhalten; live verifiziert: 428/428 Nicht-Slash-Routen leiten in einem Hop weiter",nein
Seite mit Weiterleitung,https://tcm.ch/en/knowledge/how-to-claim-acupuncture-on-swiss-insurance,tcm.ch,301/308,bewusst nicht indexierbar,,A,keine Aktion,,"Slash-/Host-Normalisierung, erwartetes Verhalten; live verifiziert: 428/428 Nicht-Slash-Routen leiten in einem Hop weiter",nein
Seite mit Weiterleitung,https://tcm.ch/en/knowledge/is-acupuncture-safe-side-effects-explained,tcm.ch,301/308,bewusst nicht indexierbar,,A,keine Aktion,,"Slash-/Host-Normalisierung, erwartetes Verhalten; live verifiziert: 428/428 Nicht-Slash-Routen leiten in einem Hop weiter",nein
Seite mit Weiterleitung,https://tcm.ch/en/knowledge/what-to-expect-first-acupuncture-session,tcm.ch,301/308,bewusst nicht indexierbar,,A,keine Aktion,,"Slash-/Host-Normalisierung, erwartetes Verhalten; live verifiziert: 428/428 Nicht-Slash-Routen leiten in einem Hop weiter",nein
Seite mit Weiterleitung,https://tcm.ch/en/locations/basel,tcm.ch,301/308,bewusst nicht indexierbar,,A,keine Aktion,,"Slash-/Host-Normalisierung, erwartetes Verhalten; live verifiziert: 428/428 Nicht-Slash-Routen leiten in einem Hop weiter",nein
Seite mit Weiterleitung,https://tcm.ch/en/locations/kreuzlingen,tcm.ch,301/308,bewusst nicht indexierbar,,A,keine Aktion,,"Slash-/Host-Normalisierung, erwartetes Verhalten; live verifiziert: 428/428 Nicht-Slash-Routen leiten in einem Hop weiter",nein
Seite mit Weiterleitung,https://tcm.ch/en/locations/wil,tcm.ch,301/308,bewusst nicht indexierbar,,A,keine Aktion,,"Slash-/Host-Normalisierung, erwartetes Verhalten; live verifiziert: 428/428 Nicht-Slash-Routen leiten in einem Hop weiter",nein
Seite mit Weiterleitung,https://tcm.ch/en/locations/zuerich-city,tcm.ch,301/308,bewusst nicht indexierbar,,A,keine Aktion,,"Slash-/Host-Normalisierung, erwartetes Verhalten; live verifiziert: 428/428 Nicht-Slash-Routen leiten in einem Hop weiter",nein
Seite mit Weiterleitung,https://tcm.ch/en/locations/zuerich-hoengg,tcm.ch,301/308,bewusst nicht indexierbar,,A,keine Aktion,,"Slash-/Host-Normalisierung, erwartetes Verhalten; live verifiziert: 428/428 Nicht-Slash-Routen leiten in einem Hop weiter",nein
Seite mit Weiterleitung,https://tcm.ch/en/locations/zuerich-oerlikon,tcm.ch,301/308,bewusst nicht indexierbar,,A,keine Aktion,,"Slash-/Host-Normalisierung, erwartetes Verhalten; live verifiziert: 428/428 Nicht-Slash-Routen leiten in einem Hop weiter",nein
Seite mit Weiterleitung,https://tcm.ch/en/therapies/acupressure,tcm.ch,301/308,bewusst nicht indexierbar,,A,keine Aktion,,"Slash-/Host-Normalisierung, erwartetes Verhalten; live verifiziert: 428/428 Nicht-Slash-Routen leiten in einem Hop weiter",nein
Seite mit Weiterleitung,https://tcm.ch/en/therapies/acupuncture,tcm.ch,301/308,bewusst nicht indexierbar,,A,keine Aktion,,"Slash-/Host-Normalisierung, erwartetes Verhalten; live verifiziert: 428/428 Nicht-Slash-Routen leiten in einem Hop weiter",nein
Seite mit Weiterleitung,https://tcm.ch/en/therapies/cupping,tcm.ch,301/308,bewusst nicht indexierbar,,A,keine Aktion,,"Slash-/Host-Normalisierung, erwartetes Verhalten; live verifiziert: 428/428 Nicht-Slash-Routen leiten in einem Hop weiter",nein
Seite mit Weiterleitung,https://tcm.ch/en/therapies/electroacupuncture,tcm.ch,301/308,bewusst nicht indexierbar,,A,keine Aktion,,"Slash-/Host-Normalisierung, erwartetes Verhalten; live verifiziert: 428/428 Nicht-Slash-Routen leiten in einem Hop weiter",nein
Seite mit Weiterleitung,https://tcm.ch/en/therapies/moxibustion,tcm.ch,301/308,bewusst nicht indexierbar,,A,keine Aktion,,"Slash-/Host-Normalisierung, erwartetes Verhalten; live verifiziert: 428/428 Nicht-Slash-Routen leiten in einem Hop weiter",nein
Seite mit Weiterleitung,https://tcm.ch/en/therapies/shiatsu,tcm.ch,301/308,bewusst nicht indexierbar,,A,keine Aktion,,"Slash-/Host-Normalisierung, erwartetes Verhalten; live verifiziert: 428/428 Nicht-Slash-Routen leiten in einem Hop weiter",nein
Seite mit Weiterleitung,https://tcm.ch/en/therapies/tuina-massage,tcm.ch,301/308,bewusst nicht indexierbar,,A,keine Aktion,,"Slash-/Host-Normalisierung, erwartetes Verhalten; live verifiziert: 428/428 Nicht-Slash-Routen leiten in einem Hop weiter",nein
Seite mit Weiterleitung,https://tcm.ch/karriere/,tcm.ch,301/308,bewusst nicht indexierbar,,A,keine Aktion,,"Slash-/Host-Normalisierung, erwartetes Verhalten; live verifiziert: 428/428 Nicht-Slash-Routen leiten in einem Hop weiter",nein
